total_rt,operation,air_temp,T_return(Simul),T_supply(Simul),T_return(Real),T_supply(Real),date
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.0,15.019999999999996,15.029999999999996,16.375,16.875,2021-06-01 00:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.1,15.049999999999994,15.059999999999993,16.375,16.875,2021-06-01 00:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.2,15.079999999999995,15.089999999999995,16.4125,16.925,2021-06-01 00:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.3,15.109999999999996,15.119999999999996,16.4125,16.925,2021-06-01 01:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.4,15.139999999999997,15.149999999999997,16.4875,17.0125,2021-06-01 01:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.4,15.169999999999998,15.179999999999998,16.4875,17.0125,2021-06-01 01:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.1,15.2,15.209999999999999,16.525,17.05,2021-06-01 01:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.3,15.23,15.24,16.525,17.05,2021-06-01 02:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.2,15.26,15.27,16.6125,17.1375,2021-06-01 02:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.2,15.29,15.299999999999999,16.6125,17.1375,2021-06-01 02:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,15.32,15.33,16.6,17.1375,2021-06-01 02:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.0,15.350000000000001,15.360000000000001,16.6,17.1375,2021-06-01 03:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.2,15.380000000000003,15.390000000000002,16.6875,17.25,2021-06-01 03:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,15.410000000000004,15.420000000000003,16.6875,17.25,2021-06-01 03:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,15.440000000000005,15.450000000000005,16.6875,17.25,2021-06-01 03:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.2,15.470000000000006,15.480000000000006,16.6875,17.25,2021-06-01 04:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.0,15.500000000000004,15.510000000000003,16.7625,17.3875,2021-06-01 04:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.8,15.530000000000003,15.540000000000003,16.7625,17.3875,2021-06-01 04:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.5,15.560000000000004,15.570000000000004,16.775,17.4125,2021-06-01 04:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.3,15.590000000000005,15.600000000000005,16.775,17.4125,2021-06-01 05:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.2,15.620000000000006,15.630000000000006,16.9,17.4875,2021-06-01 05:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.7,15.649999999999993,15.659999999999993,16.9,17.4875,2021-06-01 05:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.0,15.679999999999994,15.689999999999994,16.9125,17.5125,2021-06-01 05:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.3,15.709999999999996,15.719999999999995,16.9375,17.5375,2021-06-01 06:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.8,15.739999999999997,15.749999999999996,16.975,17.6,2021-06-01 06:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.6,15.769999999999996,15.779999999999996,16.975,17.6,2021-06-01 06:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.7,15.799999999999994,15.809999999999993,16.975,17.6,2021-06-01 06:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.8,15.829999999999995,15.839999999999995,17.0,17.625,2021-06-01 07:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.7,15.859999999999996,15.869999999999996,17.025,17.675,2021-06-01 07:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.7,15.889999999999997,15.899999999999997,17.0375,17.675,2021-06-01 07:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.4,15.919999999999998,15.929999999999998,17.0375,17.675,2021-06-01 07:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.5,15.95,15.959999999999999,17.0625,17.725,2021-06-01 08:00:00
299.16,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.5,15.17933574120603,8.63933574120603,12.65,10.6,2021-06-01 08:15:00
628.16,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16.5,13.59170403587444,7.051704035874439,13.7,9.3,2021-06-01 08:30:00
628.16,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.2,12.001704035874443,7.0,13.7,9.3,2021-06-01 08:45:00
688.95,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.1,11.958831150136751,7.0,12.9,8.65,2021-06-01 09:00:00
688.95,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.8,11.958831150136751,7.0,12.9,8.65,2021-06-01 09:15:00
627.9,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,11.941681095545412,7.0,11.15,7.15,2021-06-01 09:30:00
627.9,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.8,11.941681095545412,7.0,11.15,7.15,2021-06-01 09:45:00
494.29,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.1,11.879565646594276,7.0,10.25,6.95,2021-06-01 10:00:00
494.29,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,11.879565646594276,7.0,10.25,6.95,2021-06-01 10:15:00
160.2,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,11.342911358091625,7.0,9.25,7.85,2021-06-01 10:30:00
160.2,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,11.342911358091625,7.0,9.25,7.85,2021-06-01 10:45:00
367.17,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,11.781481963797368,7.0,9.25,6.8,2021-06-01 11:00:00
367.17,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.3,11.781481963797368,7.0,9.25,6.8,2021-06-01 11:15:00
335.89,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,11.747032221594118,7.0,8.95,6.65,2021-06-01 11:30:00
335.89,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,11.747032221594118,7.0,8.95,6.65,2021-06-01 11:45:00
323.39,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,11.731382589612291,7.0,9.1,6.8,2021-06-01 12:00:00
323.39,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,11.731382589612291,7.0,9.1,6.8,2021-06-01 12:15:00
340.23,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,11.751886001676448,7.0,9.25,6.9,2021-06-01 12:30:00
340.23,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,11.751886001676448,7.0,9.25,6.9,2021-06-01 12:45:00
342.29,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.8,11.754376215615448,7.0,9.45,7.05,2021-06-01 13:00:00
352.66,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.7,11.766184619543182,7.0,9.45,7.05,2021-06-01 13:15:00
369.28,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,11.783678756476684,7.0,9.55,7.0,2021-06-01 13:30:00
369.28,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.4,11.783678756476684,7.0,9.55,7.0,2021-06-01 13:45:00
198.02,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.6,11.482462095496718,7.0,9.65,8.6,2021-06-01 14:00:00
198.02,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,11.482462095496718,7.0,9.65,8.6,2021-06-01 14:15:00
407.87,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,11.819094883611013,7.0,9.5,6.8,2021-06-01 14:30:00
407.87,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.5,11.819094883611013,7.0,9.5,6.8,2021-06-01 14:45:00
402.99,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.6,11.814814814814815,7.0,9.75,7.05,2021-06-01 15:00:00
402.65,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.6,11.814637646496053,7.0,9.75,7.05,2021-06-01 15:15:00
402.65,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.9,11.814637646496053,7.0,9.35,6.75,2021-06-01 15:30:00
402.65,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,11.814637646496053,7.0,9.35,6.75,2021-06-01 15:45:00
382.4,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,11.796261447748085,7.0,9.35,6.75,2021-06-01 16:00:00
377.88,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,11.792163327415674,7.0,9.25,6.8,2021-06-01 16:15:00
362.65,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,11.776870389884087,7.0,9.05,6.65,2021-06-01 16:30:00
362.65,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.5,11.776870389884087,7.0,9.05,6.65,2021-06-01 16:45:00
362.65,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,11.776870389884087,7.0,9.05,6.65,2021-06-01 17:00:00
341.53,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,11.753584853125435,7.0,8.75,6.5,2021-06-01 17:15:00
316.96,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.6,11.722950819672134,7.0,8.6,6.5,2021-06-01 17:30:00
316.96,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.8,11.722950819672134,7.0,8.6,6.5,2021-06-01 17:45:00
324.31,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.2,11.732710825795156,7.0,8.65,6.55,2021-06-01 18:00:00
314.13,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.1,11.71909268439237,7.0,8.5,6.45,2021-06-01 18:15:00
263.89,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,11.63959212376934,7.0,7.85,6.15,2021-06-01 18:30:00
263.89,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.1,11.63959212376934,7.0,7.85,6.15,2021-06-01 18:45:00
173.89,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.1,11.39929149797571,7.0,7.85,6.15,2021-06-01 19:00:00
184.78,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.9,11.438971648246039,7.0,7.8,5.8,2021-06-01 19:15:00
183.74,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.2,11.435296957991309,13.23050846781981,7.6,5.6,2021-06-01 19:30:00
183.74,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,15.389671656204731,15.399671656204731,7.6,5.6,2021-06-01 19:45:00
183.74,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.9,15.720519072911635,15.740519072911635,7.6,5.6,2021-06-01 20:00:00
195.88,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.1,15.322465158784556,15.342465158784556,7.7,5.7,2021-06-01 20:15:00
195.88,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.1,15.592880968700022,15.612880968700022,10.6,11.575,2021-06-01 20:30:00
195.88,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,15.731361663239658,15.751361663239658,10.6,11.575,2021-06-01 20:45:00
195.88,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.4,15.3860863605209,15.4060863605209,10.6,11.575,2021-06-01 21:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,15.429999999999994,15.449999999999994,11.6625,12.2,2021-06-01 21:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,15.470000000000006,15.490000000000006,11.95,12.375,2021-06-01 21:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,15.51,15.53,11.95,12.375,2021-06-01 21:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,15.549999999999994,15.569999999999993,11.95,12.375,2021-06-01 22:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.2,15.590000000000005,15.610000000000005,12.0,12.4375,2021-06-01 22:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.1,15.630000000000003,15.650000000000002,12.05,12.55,2021-06-01 22:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.1,15.669999999999998,15.689999999999998,12.1125,12.575,2021-06-01 22:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.1,15.709999999999996,15.729999999999995,12.1125,12.575,2021-06-01 23:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.0,15.750000000000004,15.770000000000003,12.125,12.6625,2021-06-01 23:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.0,15.79,15.809999999999999,12.2375,12.9125,2021-06-01 23:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,15.829999999999995,15.849999999999994,12.2625,12.95,2021-06-01 23:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.8,15.870000000000006,15.880000000000006,12.2625,12.95,2021-06-02 00:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,15.899999999999993,15.909999999999993,12.35,13.2125,2021-06-02 00:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,15.929999999999994,15.939999999999994,12.35,13.2125,2021-06-02 00:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,15.959999999999996,15.969999999999995,12.4,13.2125,2021-06-02 00:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,15.989999999999997,15.999999999999996,12.4375,13.2875,2021-06-02 01:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,16.02,16.03,12.4375,13.2875,2021-06-02 01:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.5,16.049999999999997,16.06,12.45,13.45,2021-06-02 01:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,16.08,16.09,12.5125,13.45,2021-06-02 01:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,16.11,16.12,12.525,13.5125,2021-06-02 02:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,16.14,16.150000000000002,12.525,13.5125,2021-06-02 02:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,16.17,16.180000000000003,12.625,13.65,2021-06-02 02:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,16.200000000000003,16.210000000000004,12.625,13.6625,2021-06-02 02:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.6,16.23,16.240000000000002,12.65,13.725,2021-06-02 03:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.4,16.26,16.270000000000003,12.6875,13.7625,2021-06-02 03:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,16.290000000000003,16.300000000000004,12.725,13.85,2021-06-02 03:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,16.32,16.330000000000002,12.725,13.85,2021-06-02 03:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,16.35,16.360000000000003,12.7625,13.9125,2021-06-02 04:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.3,16.380000000000003,16.390000000000004,12.7625,13.9125,2021-06-02 04:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.1,16.410000000000004,16.420000000000005,12.85,14.025,2021-06-02 04:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.0,16.440000000000005,16.450000000000006,12.85,14.025,2021-06-02 04:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.9,16.470000000000006,16.480000000000008,12.9,14.075,2021-06-02 05:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.8,16.500000000000004,16.510000000000005,12.9,14.075,2021-06-02 05:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.8,16.530000000000005,16.540000000000006,12.9875,14.175,2021-06-02 05:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.8,16.560000000000006,16.570000000000007,12.9875,14.2,2021-06-02 05:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17.9,16.589999999999993,16.599999999999994,12.9875,14.2,2021-06-02 06:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.2,16.620000000000008,16.63000000000001,13.05,14.2375,2021-06-02 06:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.2,16.649999999999995,16.659999999999997,13.1375,14.325,2021-06-02 06:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",18.9,16.68000000000001,16.690000000000012,13.1375,14.325,2021-06-02 06:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.5,16.709999999999997,16.72,13.1375,14.325,2021-06-02 07:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.2,16.74,16.75,13.1375,14.325,2021-06-02 07:15:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.7,16.77,16.78,13.225,14.425,2021-06-02 07:30:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",21.0,16.799999999999997,16.81,11.4,13.125,2021-06-02 07:45:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.3,16.83,16.84,11.4,13.125,2021-06-02 08:00:00
0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",20.4,16.86,16.87,11.4,13.125,2021-06-02 08:15:00
523.28,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",20.9,15.899409673496118,9.359409673496119,10.45,9.35,2021-06-02 08:30:00
634.86,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.1,14.313700358199657,7.773700358199657,9.4,8.8,2021-06-02 08:45:00
634.86,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.2,12.713856097181127,6.163856097181127,9.4,8.8,2021-06-02 09:00:00
594.94,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",22.4,11.08900927766733,7.0,8.95,8.55,2021-06-02 09:15:00
545.83,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",23.1,11.906868033081626,7.0,8.8,8.55,2021-06-02 09:30:00
555.12,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",23.4,11.91142376780816,7.0,8.35,8.2,2021-06-02 09:45:00
555.12,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",23.6,11.91142376780816,7.0,8.35,8.2,2021-06-02 10:00:00
555.12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.1,11.91142376780816,11.91142376780816,10.9375,12.125,2021-06-02 10:15:00
555.12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.6,16.82142376780816,16.82142376780816,10.9375,12.125,2021-06-02 10:30:00
555.12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",24.7,15.09018405450845,15.09018405450845,12.375,13.375,2021-06-02 10:45:00
555.12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.1,15.869057605521636,15.869057605521636,12.375,13.375,2021-06-02 11:00:00
555.12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.7,15.624953543934165,15.624953543934165,12.7875,14.0,2021-06-02 11:15:00
555.12,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.9,15.65452880276082,15.65452880276082,12.7875,14.0,2021-06-02 11:30:00
713.65,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.2,14.973226412468689,8.42322641246869,12.4,11.3,2021-06-02 11:45:00
713.65,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.0,13.38527971054829,6.835279710548289,12.4,11.3,2021-06-02 12:00:00
713.65,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.3,11.80493181185639,7.0,12.4,11.3,2021-06-02 12:15:00
737.78,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.4,11.969690846635682,7.0,12.4,11.3,2021-06-02 12:30:00
750.29,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.4,11.97183378620187,7.0,11.1,10.2,2021-06-02 12:45:00
750.29,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.7,11.97183378620187,7.0,11.1,10.2,2021-06-02 13:00:00
750.29,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.3,11.97183378620187,7.0,10.55,9.6,2021-06-02 13:15:00
732.77,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.3,11.968741524274481,7.0,10.55,9.6,2021-06-02 13:30:00
723.63,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.7,11.966982427237781,7.0,9.75,8.9,2021-06-02 13:45:00
259.98,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.4,11.632282202030998,7.0,9.65,11.3,2021-06-02 14:00:00
259.98,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",27.0,11.632282202030998,7.0,9.65,9.05,2021-06-02 14:15:00
607.2,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.8,11.933848029256401,7.0,9.65,9.05,2021-06-02 14:30:00
582.6,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.5,11.923759614571889,7.0,9.35,9.05,2021-06-02 14:45:00
618.95,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.2,11.938317906160227,7.0,9.45,9.15,2021-06-02 15:00:00
618.95,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",26.0,11.938317906160227,7.0,9.45,9.15,2021-06-02 15:15:00
610.71,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25.8,11.935105867140779,7.0,9.15,8.85,2021-06-02 15:30:00
610.71,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25.7,11.935105867140779,7.0,9.15,8.85,2021-06-02 15:45:00
560.57,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25.7,11.91374474053296,7.0,8.95,8.75,2021-06-02 16:00:00
560.57,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25.5,11.91374474053296,7.0,8.95,8.75,2021-06-02 16:15:00
590.09,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25.3,11.9268659208549,7.0,9.05,8.85,2021-06-02 16:30:00
590.09,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25.3,11.9268659208549,7.0,9.05,8.85,2021-06-02 16:45:00
565.65,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25.3,11.916210343328986,7.0,8.65,8.5,2021-06-02 17:00:00
