DATE,LOAD
2021-06-06 08:30:00,0.0
2021-06-06 08:45:00,0.0
2021-06-06 09:00:00,0.0
2021-06-06 09:15:00,252.48
2021-06-06 09:30:00,252.48
2021-06-06 09:45:00,314.55
2021-06-06 10:00:00,314.55
2021-06-06 10:15:00,298.97
2021-06-06 10:30:00,272.63
2021-06-06 10:45:00,272.63
2021-06-06 11:00:00,272.63
2021-06-06 11:15:00,256.45
2021-06-06 11:30:00,262.14
2021-06-06 11:45:00,202.94
2021-06-06 12:00:00,179.41
2021-06-06 12:15:00,240.38
2021-06-06 12:30:00,143.28
2021-06-06 12:45:00,245.58
2021-06-06 13:00:00,175.22
2021-06-06 13:15:00,250.39
2021-06-06 13:30:00,247.14
2021-06-06 13:45:00,164.0
2021-06-06 14:00:00,141.29
2021-06-06 14:15:00,205.59
2021-06-06 14:30:00,146.72
2021-06-06 14:45:00,256.3
2021-06-06 15:00:00,256.3
2021-06-06 15:15:00,133.37
2021-06-06 15:30:00,253.87
2021-06-06 15:45:00,253.87
2021-06-06 16:00:00,181.5
2021-06-06 16:15:00,215.66
2021-06-06 16:30:00,228.19
2021-06-06 16:45:00,228.19
2021-06-06 17:00:00,236.88
2021-06-06 17:15:00,202.2
2021-06-06 17:30:00,202.2
2021-06-06 17:45:00,202.2
2021-06-06 18:00:00,114.98
2021-06-06 18:15:00,274.4
2021-06-06 18:30:00,149.19
2021-06-06 18:45:00,149.19
2021-06-06 19:00:00,149.19
2021-06-06 19:15:00,143.26
2021-06-06 19:30:00,188.57
2021-06-06 19:45:00,188.57
2021-06-06 20:00:00,278.98
2021-06-06 20:15:00,205.4
2021-06-06 20:30:00,125.01
2021-06-06 20:45:00,125.01
2021-06-06 21:00:00,0.0
2021-06-06 21:15:00,0.0
2021-06-06 21:30:00,0.0
2021-06-06 21:45:00,0.0
2021-06-06 22:00:00,0.0
2021-06-06 22:15:00,0.0
2021-06-06 22:30:00,0.0
2021-06-06 22:45:00,0.0
2021-06-06 23:00:00,0.0
2021-06-06 23:15:00,0.0
2021-06-06 23:30:00,0.0
2021-06-06 23:45:00,0.0
2021-06-07 00:00:00,0.0
2021-06-07 00:15:00,0.0
2021-06-07 00:30:00,0.0
2021-06-07 00:45:00,0.0
2021-06-07 01:00:00,0.0
2021-06-07 01:15:00,0.0
2021-06-07 01:30:00,0.0
2021-06-07 01:45:00,0.0
2021-06-07 02:00:00,0.0
2021-06-07 02:15:00,0.0
2021-06-07 02:30:00,0.0
2021-06-07 02:45:00,0.0
2021-06-07 03:00:00,0.0
2021-06-07 03:15:00,0.0
2021-06-07 03:30:00,0.0
2021-06-07 03:45:00,0.0
2021-06-07 04:00:00,0.0
2021-06-07 04:15:00,0.0
2021-06-07 04:30:00,0.0
2021-06-07 04:45:00,0.0
2021-06-07 05:00:00,0.0
2021-06-07 05:15:00,0.0
2021-06-07 05:30:00,0.0
2021-06-07 05:45:00,0.0
2021-06-07 06:00:00,0.0
2021-06-07 06:15:00,0.0
2021-06-07 06:30:00,0.0
2021-06-07 06:45:00,0.0
2021-06-07 07:00:00,0.0
2021-06-07 07:15:00,0.0
2021-06-07 07:30:00,0.0
2021-06-07 07:45:00,0.0
2021-06-07 08:00:00,0.0
2021-06-07 08:15:00,0.0
2021-06-07 08:30:00,686.83
2021-06-07 08:45:00,686.83
2021-06-07 09:00:00,686.83
2021-06-07 09:15:00,686.83
2021-06-07 09:30:00,670.93
2021-06-07 09:45:00,624.78
2021-06-07 10:00:00,624.78
2021-06-07 10:15:00,601.19
2021-06-07 10:30:00,601.19
2021-06-07 10:45:00,560.47
2021-06-07 11:00:00,560.47
2021-06-07 11:15:00,550.55
2021-06-07 11:30:00,476.55
2021-06-07 11:45:00,424.08
2021-06-07 12:00:00,424.08
2021-06-07 12:15:00,432.86
2021-06-07 12:30:00,414.64
2021-06-07 12:45:00,407.12
2021-06-07 13:00:00,407.12
2021-06-07 13:15:00,407.12
2021-06-07 13:30:00,411.49
2021-06-07 13:45:00,187.61
2021-06-07 14:00:00,187.61
2021-06-07 14:15:00,395.03
2021-06-07 14:30:00,395.03
2021-06-07 14:45:00,469.88
2021-06-07 15:00:00,473.19
2021-06-07 15:15:00,334.93
2021-06-07 15:30:00,334.93
2021-06-07 15:45:00,468.11
2021-06-07 16:00:00,467.14
2021-06-07 16:15:00,467.14
2021-06-07 16:30:00,467.14
2021-06-07 16:45:00,289.67
2021-06-07 17:00:00,324.35
2021-06-07 17:15:00,324.35
2021-06-07 17:30:00,359.46
2021-06-07 17:45:00,391.13
2021-06-07 18:00:00,386.94
2021-06-07 18:15:00,380.43
2021-06-07 18:30:00,408.89
2021-06-07 18:45:00,408.89
2021-06-07 19:00:00,362.55
2021-06-07 19:15:00,317.06
2021-06-07 19:30:00,266.61
2021-06-07 19:45:00,214.95
2021-06-07 20:00:00,215.58
2021-06-07 20:15:00,201.91
2021-06-07 20:30:00,212.95
2021-06-07 20:45:00,212.95
2021-06-07 21:00:00,0.0
2021-06-07 21:15:00,0.0
2021-06-07 21:30:00,0.0
2021-06-07 21:45:00,0.0
2021-06-07 22:00:00,0.0
2021-06-07 22:15:00,0.0
2021-06-07 22:30:00,0.0
2021-06-07 22:45:00,0.0
2021-06-07 23:00:00,0.0
2021-06-07 23:15:00,0.0
2021-06-07 23:30:00,0.0
2021-06-07 23:45:00,0.0
2021-06-08 00:00:00,0.0
2021-06-08 00:15:00,0.0
2021-06-08 00:30:00,0.0
2021-06-08 00:45:00,0.0
2021-06-08 01:00:00,0.0
2021-06-08 01:15:00,0.0
2021-06-08 01:30:00,0.0
2021-06-08 01:45:00,0.0
2021-06-08 02:00:00,0.0
2021-06-08 02:15:00,0.0
2021-06-08 02:30:00,0.0
2021-06-08 02:45:00,0.0
2021-06-08 03:00:00,0.0
2021-06-08 03:15:00,0.0
2021-06-08 03:30:00,0.0
2021-06-08 03:45:00,0.0
2021-06-08 04:00:00,0.0
2021-06-08 04:15:00,0.0
2021-06-08 04:30:00,0.0
2021-06-08 04:45:00,0.0
2021-06-08 05:00:00,0.0
2021-06-08 05:15:00,0.0
2021-06-08 05:30:00,0.0
2021-06-08 05:45:00,0.0
2021-06-08 06:00:00,0.0
